,Job,Company,Location,Salary,Date,Education,Experience,Type,Scope,Detail,Url
130,爬虫开发工程师,广州军道科技有限公司,广州-天河区,0.8-1.2万/月,4月23日,本科,2年,民营公司,50-150人,岗位职责：1、负责分布式网络爬虫系统的架构设计与开发；2、负责海量数据的爬取、清洗、解析、入库；3、负责破解各类反爬机制；4、不断提升数据抓取系统的自动化水平，负责一定程度的数据分析任务；5、负责大众点评、美团外卖、饿了么外卖平台的数据抓取。任职资格：1、计算机等相关专业本科及以上学位；2、熟练使用Python或Java；3、熟悉Scrapy或Webmagic等抓取框架的机制和实现；4、了解常见的反爬手段，了解前端知识；5、有移动端数据抓取的相关经验；6、加分项:有大规模爬虫系统实现的经验。,https://jobs.51job.com/guangzhou-thq/129716362.html?s=02
131,爬虫工程师(14-16薪）,上海荣学网络科技有限公司,上海-浦东新区,1.3-2.5万/月,4月23日,本科,2年,民营公司,50-150人,"工作经验1年以上工作内容：1、负责开发网络爬虫系统，完成数据采集与爬取、解析处理、入库等数据日常工作；2、负责领域知识的定向爬取、深度提取和挖掘；配合数据的清洗、整理、去重及合并等工作；3、负责与机器学习工程师、大数据工程师、数据挖掘、分析人员、运营及产品等协同工作，完成数据统计、查询和分析；4、负责业务研发团队的需求收集并包装出相应的爬虫API输出。职位要求：1.3年以上实际爬虫开发经验；2.精通爬虫相关语言，python或nodejs等；3.熟悉scrapy,pythonrequest模块、xpath、Selenium、splash等技术优先；有分布式爬虫架构，数据挖掘经验者优先；4.有主流电商数据爬取或者视频抓取经验优先；5.有app研发背景或app爬虫开发经验佳，有逆向反编译app经验尤佳。福利待遇：1、入职即购买五险一金。2、14-16薪。3、月奖金，薪资高出同行业10%。 4、零食下午茶，丰富员工活动不重样。5、法定节假日均休假，礼品丰富。6、 提供免费晚餐，晚班下班报销车费，不定期团建。7、上班周围交通便利，临近商业区地铁站。 8、扁平化管理，可快速获得成长晋升通道",https://jobs.51job.com/shanghai-pdxq/129354620.html?s=02
132,爬虫工程师,哈尔滨迈远电子商务有限公司,哈尔滨-松北区,0.6-1.2万/月,4月23日,大专,3-4年,民营公司,150-500人,岗位职责：1、设计与开发爬虫系统，进行网页数据爬取2、参与数据平台的搭建、优化数据处理流程任职要求：1、负责数据采集，研究网站反爬虫机制，做到有效应对2、设计爬虫策略和防屏蔽规则，提升网页抓取的效率和质量3、熟悉linux平台，两年以上python爬虫编程经验4、熟悉Scrapy、Xpath、正则表达式原理等5、理解Web等数据抓取工作原理及流程，有实际数据抓取经验6、有电商工作经验或大数据工作经验优先,https://jobs.51job.com/hadongbin-sbq/128253881.html?s=02
133,python爬虫工程师,浙江国技互联信息技术有限公司,温州,0.6-1万/月,4月23日,大专,2年,民营公司,1000-5000人,岗位职责：1、负责数据抓取平台规划和建设，完成数据采集与爬取、解析处理和入库；2、研究各种网页探寻特点和规律，负责网页信息抽取、数据清洗工作；3、负责领域知识的定向爬取、深度提取和挖掘；4、配合数据清洗、整理、去重和合并工作；5、负责爬虫相关技术的创新和优化。任职要求：1、熟练掌握python语言，有使用python写过爬虫经验者更佳；2、了解scrapy或其他爬虫框架，熟悉网页抓取原理；3、熟悉正则表达式、xpath（或BeautifulSoup4），能够从结构化和非结构化的数据中获取信息；4、熟悉Linux，熟悉至少一种主流数据库，如Mysql、MongoDB、redis等；5、良好的沟通和团队合作能力，主动的学习意愿和良好的学习习惯，认真负责的工作态度。,https://jobs.51job.com/wenzhou/129604079.html?s=02
134,Python爬虫工程师,杭州瑞成信息技术有限公司,武汉-洪山区,0.9-1.3万/月,4月23日,大专,3-4年,民营公司,150-500人,任职要求：1、统招本科及以上，计算机或相关专业，1-3年工作经验；2、python基础扎实，具有一定的算法和数据结构知识；3、熟悉爬虫原理，能应对常见的反爬虫方法及对js逆向有一定的研究，熟练使用Scrapy框架；4、有Docker、Kubernetes等容器开发和使用经验者优先；5、熟练使用MySql，redis等主流数据库，熟悉Hadoop、HBase、ElasticSearch等技术优先；6、对常见如scrapy/flask等主流框架源码有岗位职责：1、参与研发过程中的需求分析和架构设计；2、从事网络爬虫系统架构设计、功能开发及优化；3、从事网页信息抽取等核心算法的研究和优化。,https://jobs.51job.com/wuhan-hsq/124292407.html?s=02
135,大数据兼爬虫工程师,北京小罐茶业有限公司,北京-朝阳区,2-2.5万/月,4月23日,本科,5-7年,民营公司,150-500人,主要岗位：大数据工程师职位***职位：数据爬虫工程师职位目标：分析和扩充现有数据，提升数据化决策和产品运营的效率。,https://jobs.51job.com/beijing-cyq/128548462.html?s=02
136,爬虫开发工程师后端（闵行紫竹）,上海冠勇信息科技有限公司,上海-闵行区,1.5-2.5万/月,4月23日,大专,3-4年,民营公司,50-150人,职责描述1.负责多平台信息爬取和页面内容的提取分析；2.优化抓取策略，充分利用带宽资源，避免限制；3.分析爬虫系统的技术缺陷，对策略架构做出合理地调整和改进。职位要求1、有3年以上网络爬虫相关开发经验；2、本科及以上学历，计算机相关专业；3、良好的JAVA和Python基础知识，熟悉多线程并发处理，有京东、阿里、抖音、影视公司工作的经验优先；4、熟悉SQL语言，熟悉MySQL等主流数据库；5、熟悉javascript和html，以及http协议；6、有较强的学习能力和责任心，热爱软件开发；7、对大数据处理有了解或实际项目中有应用hadoop的优先；,https://jobs.51job.com/shanghai-mhq/127186169.html?s=02
137,高级爬虫工程师,广州茉莉传媒科技有限公司,广州-越秀区,0.8-1.2万/月,4月22日,,3-4年,民营公司,150-500人,岗位职责：1、负责各类电商平台和App端数据抓取和平台搭建；2、负责对爬取数据进行分类和解析；3、负责开发高性能抓取架构，支持业务发展；4、负责爬虫技术公关和平台运维相关工作；任职要求：1、本科及以上学历，三年及以上相关工作经验；2、熟悉Linux平台，熟练掌握Java或Python爬虫框架，熟悉Shell、HTTP协议、HTML、DOM、XPath，掌握Git、Maven、SVN等工具和实践，注重工程规范；3、熟悉PC端、移动端数据抓取（有逆向、脱壳等经验），掌握Apktool、Dex2jar、JD-GUI等工具，抓取过主流电商平台和主流App软件；4、具有分布式爬虫开发经验，熟悉浏览器内核，有cef、webkit开发经验更佳；5、有Android、iOS相关开发经验者更佳；6、性格开朗、善于沟通，有良好的自我驱动学习能力，注重效率和团队意识,https://jobs.51job.com/guangzhou-yxq/125562711.html?s=02
138,python爬虫工程师,深圳桑椹电子商务有限公司,深圳-龙华区,1-1.5万/月,4月22日,大专,1年,民营公司,150-500人,【岗位职责】1、 负责对行业数据的采集、管理，并不断完善行业数据积累；2、 主要针对亚马逊网站，进行数据爬取，获取相关产品信息；3、开发爬虫程序或者使用第三方软件，精准获取数据。【任职要求】1、统招大专或以上学历，1年以上同岗位经验；2、熟练掌握 Python/Java/JavaScript 任意语言，Python 优先；3、熟练掌握常用的数据库（如mysql、orcle、redis等）；4、熟练使用selenium、requests、httplib2等常用爬虫模块；5、熟悉常见的反爬机制及对应的应对措施，如cookie识别、ip封锁等；6、有爬取电商平台如ebay、天猫、京东、亚马逊经验者优先；7、善于主动学习，责任心强，良好的沟通表达能力。【福利待遇】1、工资待遇：每月500元的餐补；薪资结构：固定工资+业绩提成/绩效奖金；2、员工培训：提供入职培训，同时也会不定期为员工组织相关培训；3、人才培养：公司对工作表现优秀的员工不定期的给于薪酬调整机会和晋升机会；4、五险一金：入职即购买；5、节日福利：公司在传统佳节等重大节日为员工发放节日慰问品或过节费；6、假期规定：依法享有国家规定的各种法定节假日；7、其他团建：公司或部门不定期组织各项文娱活动。,https://jobs.51job.com/shenzhen-lhq/129168228.html?s=02
139,python爬虫工程师(中科实数）,广州中国科学院软件应用技术研究所,广州-南沙区,0.8-2万/月,4月22日,本科,1年,事业单位,150-500人,职位描述：1、负责分布式网络爬虫系统及数据库的设计与开发。2、负责进行多平台信息的抓取、解析、清洗、识别。3、设计爬虫策略和防屏蔽规则，解决封账号、封IP、验证码等难点。 4、复杂场景文字的OCR图像识别或建模。 5、基于语义识别的全网网页识别技术，自动识别文本语义。 6、研究优化算法，提升爬虫系统的稳定性、可扩展性。岗位要求： 1、计算机及相关专业，本科以上学历，1-3年以上工作经验； 2、熟悉各类反爬虫策略，并有丰富的反爬虫实战经验。。3、熟悉django、flask、tornado任意一种web框架。 4、熟悉MYSQL、Redis、MongoDB等数据库。 5、熟悉Scrapy、Pyspider等主流爬虫框架使用。 6、有移动app端数据爬取经验者优先。 7、大规模分布式爬虫开发经验、数据分析、机器学习建模能力优先。 8、具备较强的学习能力和责任心，良好的沟通能力，团队合作精神。,https://jobs.51job.com/guangzhou-nsq/128798949.html?s=02
140,爬虫开发工程师,浙江商安信息科技有限公司,宁波-鄞州区,0.8-1.2万/月,4月22日,大专,无需经验,民营公司,50-150人,"1、参与爬虫系统的架构设计与开发,构建高效稳定的爬虫系统2、研究优化爬虫算法，提升爬虫系统的稳定性、可扩展性3、设计爬虫策略和防屏蔽规则，提升网页抓取的效率和质量4、能独立解决实际开发过程中碰到的各类问题岗位要求：本科及以上学历，1年以上爬虫开发经验，有快速迭代、逐步优化的工程项目经验熟练使用Pyhton，熟悉常用数据结构、算法，熟练使用常用库，熟练使用常用的爬虫框架，了解反爬套路及破解方法熟悉web前端，对cookie管理、登录等流程有深入理解，熟悉js、css、html等，熟练使用selenium、phantomjs等工具，有调优经验者更佳有多线程、网络数据处理经验优先（如HTTP协议，AJAX，爬虫开发，浏览器内核开发，Web服务开发等）熟练使用fiddler,charles等抓包软件有app破解经验优先7、有分布式、高并发、数据分析等项目经验者优先；8、有淘宝天猫等电商网站采集经验者优先",https://jobs.51job.com/ningbo-yzq/121992248.html?s=02
141,爬虫工程师,深圳谱程未来科技有限公司,深圳-龙岗区,1-1.5万/月,4月22日,大专,3-4年,民营公司,150-500人,"【职责描述】1、负责公司数据源抓取需求，满足公司对多源数据采集要求；2、负责爬虫核心算法的策略优化研究，提升爬虫抓取效率和质量，提升网页抓取的效率和质量；3、利用主流的大数据相关技术，对抓取后的网页数据进行清洗、存储等；并持续优化平台，以便满足各种爬取业务需求。【任职要求】1、1-3年工作经验；2、熟悉Python基础，熟悉多线程编程环境，熟悉常见开源框架；3、了解前端技术，HTML，JavaScript，Ajax等；4、熟练使用正则表达式，精通网页数据提取；5、熟悉抓取原理及技术，熟悉Scrapy、Pyspider、nutch等主流爬虫框架使用。6、熟练使用Mysql，熟悉Nosql数据库如Redis等；7、熟悉websocket数据实时采集；8、具备基本的英语读写能力,能够英语查询一手资料解决问题;9、喜欢技术钻研，具有较强的学习能力，有独立解决问题的能力。【工作时间】5天8小时双休（月初小周末），9:00-12:30，14:00-18:30；劳逸结合，让你在拼搏事业与积累财富的同时有闲暇感受“海阔凭鱼跃，天高任鸟飞”的自由。",https://jobs.51job.com/shenzhen-lgq/127572740.html?s=02
142,爬虫工程师,云南云善御数科技有限责任公司,昆明,0.8-1万/月,4月21日,本科,3-4年,民营公司,50-150人,"经验学历可放宽1、会写爬虫语言，精通爬虫技术2、熟悉前端开发3、负责制定爬取策略，以及部署实施4、维护并优化爬虫程序，保证爬虫程序稳定、高效5、具有较强的学习能力、抗压能力、工作执行能力和逻辑思维能力6、具有较强的团队合作意识、责任心、钻研精神和进取心福利待遇：1、上班时间：09：-12:00,13:00-17:302、周末双休，节假日休息+公司福利3、薪资待遇根据个人技术能力定公司业务方向主要为南方电网项目",https://jobs.51job.com/kunming/127526451.html?s=02
143,爬虫工程师（高级BZ）,上海古猿科技有限公司,上海,1.7-2万/月,4月21日,大专,3-4年,创业公司,少于50人,工作职责1、负责系统核心部分代码开发、维护；2、负责日常联调工作 ;3、根据开发规范与流程完成系统设计、编码、测试以及相关文档编写；基本要求1、熟练操作Canel或Ogg等数据同步工具；2、对Mysql、oracle有一定的了解，有一定的sql优化经验；3、熟练使用SpringMVC、SpringBoot、MQ、Kafka等常规技术；4、了解zookeeper的部署、配置；5、有过分布式程序开发经验；6、熟练掌握Linux服务器的使用；7、有很强的学习能力，工作主动性强、耐心极致，责任心强；能承受一定的压力，有良好的沟通协调能力和团队合作精神.岗位为外包性质。,https://jobs.51job.com/shanghai/127818976.html?s=02
144,python爬虫工程师,衡哲信息科技（上海）有限公司,上海-普陀区,1-1.8万/月,4月21日,大专,3-4年,民营公司,1000-5000人,1、负责设计和开发爬虫系统，进行多平台信息的抓取和分析工作；2、负责网页信息和微 公众号平台信息抽取、清洗、消重等工作，提升平台的抓取效率；3、负责爬虫核心算法和策略优化；4、实时监控爬虫的进度和警报反馈；5、根据开发需求，完成基于PYTHON的模块开发。职位要求：1、掌握Python语言，有良好的编码习惯；2、熟悉面向对象编程方法；3、有扎实的算法和数据结构能力；4、熟悉爬虫原理，熟悉常见的反爬虫技术，有爬虫相关项目开发经验者优先；5、了解Linux系统基本操作；6、掌握http协议，熟悉html、dom、xpath等常见的数据抽取技术；7、有大规模数据处理、数据挖掘、信息提取等经验者优先。,https://jobs.51job.com/shanghai-ptq/125265850.html?s=02
145,爬虫开发工程师,北京善真营养科技有限公司,北京-朝阳区,1-1.5万/月,4月21日,本科,3-4年,民营公司,,软件开发工程师岗位职责：1.负责进行多平台信息的抓取和分析;2.负责信息抽取、数据清洗等研发和优化工作;3.跨平台数据分析及接口对接类工作；4.系统日常运营维护和资源调度优化;任职要求：1. 熟练使用至少一种开发语言，如Python、Java;2. 熟悉TCP/UDP、HTTP/HTTPS协议;3. 熟练使用linux系统;4. 熟练使用常见爬虫框架(如xpath/scrapy等);5. 熟练使用mysql、mongodb、redis等数据库;6. 掌握基本数据结构和算法，能灵活使用编程技巧和设计模式等相关知识;7. 有责任心，积极主动的学习和工作态度，思维灵活开放，有良好的沟通能力，善于跨团队合作;8. 本科及以上学历，二年以上项目开发经验；,https://jobs.51job.com/beijing-cyq/130050560.html?s=02
146,高级爬虫工程师,浙江欧诗漫集团有限公司,杭州-江干区,1.3-1.8万/月,4月21日,大专,3-4年,民营公司,1000-5000人,1.负责开发网站/App爬虫系统，完成数据采集，解析入库等日常工作；2.负责爬虫核心技术研究，开发，优化爬虫策略，提高爬虫策略及稳定性； 3.负责后台数据维护，能够独立开发设计爬虫采集系统；任职资格：1.大专及以上学历，计算机，电子信息等相关专业优先；2.3年以上爬虫工作经验，熟悉阿里，京东等主流电商平台反爬虫策略，有过抖音，小红书等内容平台采集经验优先；3.精通python，JavaScript等脚本语言； 4.较强的主动学习能力，较强的责任心；,https://jobs.51job.com/hangzhou-jgq/130533447.html?s=02
147,数据爬虫工程师,北京东方华数信息技术有限公司西安分公司,西安-高新技术产业开发区,0.9-1.4万/月,4月21日,本科,2年,民营公司,少于50人,岗位要求：1.本科以上学历，两年以上相关工作经验；2.计算机相关专业；3.熟练使用Python语言，使用基于爬虫框架Selenuim、Scrapy、pyppeteer、appium其中一种，进行过爬虫项目；4.熟练掌握xpath、html、CSS、js、jQuery等前端技术；5.熟练使用re、json、lxml、requests、numpy、pandas等第三方库；6.熟悉Python多线程、多进程及爬虫机制，使用过一种分布式框架；7.熟练使用SQL语言，使用过SQLServer、MySQL、Mongodb一种数据库，了解PostgreSQL***；8.使用过fiddler进行过抓包和请求分析；9.具有反爬经验，对封IP、验证码、模拟cookie登录等，有过实际经验；10.具有团队精神、积极的工作态度和对工作的责任心，有一定的稳定性。岗位职责：1.负责公司现有爬虫框架进行优化升级；2.解决不同网站出现的技术问题，集成到现有爬虫框架工具中；3.爬虫框架工具化，使数据采集人员简单适用，高效采集数据；4.根据项目安排采集数据；5.其他部门内数据相关工作。工作地点：北京市怀柔区雁栖镇下庄村417号3层006北京东方华数信息技术有限公司,https://jobs.51job.com/xian-gxjs/130914663.html?s=02
148,爬虫开发工程师,武汉天源物业管理有限责任公司,武汉-汉阳区,1-1.5万/月,4月21日,大专,3-4年,民营公司,1000-5000人,1）负责各类垂直网站数据抓取、分布式爬虫系统的架构设计与开发； 2）负责数据清洗、存储、统计分析、等相关需求的开发；3）不断提升爬虫系统的易用性、稳定性和可扩展性；4）不断优化爬虫策略和反屏蔽规则，提升抓取效率。任职要求：1）3年以上Python/Node/Java爬虫开发经验，熟练掌握scrapy等分布式爬虫框架，掌握多线程、多进程、异步网络通信等相关知识；2）熟练掌握使用Html、Js、re、XPath或jQuery等技术从结构化和非结构化数据中提取数据；3）熟练使用Appium、HeadlessChrome、Selenium、Puppeteer、MitmProxy等技术；4）熟练使用MySQL、MongoDB、Redis等数据库；5）熟练掌握反爬虫策略应对技术；6）有较强的自我学习能力和钻研精神、具备独立分析和解决问题的能力。,https://jobs.51job.com/wuhan-hyq/128903524.html?s=02
149,Python开发工程师,安徽百舟互娱网络股份有限公司,铜陵,6-8千/月,4月21日,本科,1年,民营公司,150-500人,岗位职责:1、负责分布式爬虫系统平台的设计与开发（如抓取调度，多样化抓取，页面解析和结构化抽取，海量数据存储、读取和报表生成等）；2、研究反爬虫策略和防屏蔽规则，解决封账号、封IP、验证码自动识别、页面跳转等难点攻克，提升网页抓取的效率和质量；3、利用主流的大数据相关技术，对抓取后的网页数据进行清洗、过滤、消重、存储和结构化处理等；并持续优化平台，以便满足各种爬取业务需求；4、把握网络爬虫核心技术研究方向，研究优化算法，提升爬虫系统的稳定性和可扩展性；,https://jobs.51job.com/tongling/126026012.html?s=02
150,爬虫开发工程师,精奥科技（深圳）有限公司,深圳-龙华区,1-2万/月,4月20日,大专,2年,民营公司,150-500人,职责描述： 1、负责后台爬虫数据的分布式存储设计以及代码实现； 2、根据开发进度和任务分配，完成相应模块的软件设计、开发、编程任务； 3、负责设计爬虫策略和防屏蔽规则，提升网页抓取的效率和质量，如分析预测、质量判断、封禁与反封禁研究等； 4、完成目标网站数据采集与爬取、解析处理、入库等数据日常工作； 5、对跨境平台爬取数据进行清洗分析。任职要求： 1、本科及以上学历，有2年及以上的爬虫项目经验，有数据分析经验者优先； 2、有爬取国内电商平台如淘宝、天猫、京东、亚马逊、速卖通、eBay经验者优先； 3、熟悉常见的反爬机制及对应的应对措施，如IP代理池、重定向、cookie模拟登陆等，掌握验证码识别，JS逆向分析更佳； 4、熟悉网页爬虫、分布式、多线程开发技术； 5、有针对跨境电商平台数据爬取数据清洗分析经验者优先； 6、善于主动学习，责任心强，良好的沟通表达能力,https://jobs.51job.com/shenzhen-lhq/128821846.html?s=02
151,爬虫开发工程师,苏州遇见信息科技有限公司,苏州-工业园区,6-8千/月,4月20日,大专,2年,民营公司,少于50人,技能要求1：负责公司内部自动化脚本的开发2：熟悉运用APP抓包工具，WEB/APP自动化脚本的开发，appium自动化3：至少熟悉一门主流变成语言python优先JavaC#C++等等均可4：参与自动化脚本的编写，需要具有良好的沟通能力5：两年以上自动化开发经验，熟悉MySQL数据库6：有相关APP自动化案例者优先7：会按键精灵的，有过微博开发经验的。优先录取8：会简单的页面单线程爬虫即可,https://jobs.51job.com/suzhou-gyyq/127034752.html?s=02
152,信息采集工程师,极易电商,苏州-工业园区,1-2万/月,4月20日,本科,3-4年,民营公司,150-500人,1、负责数据抓取平台规划和建设，完成数据采集与爬取、解析处理和入库。2、研究各种网页探寻特点和规律，负责网页信息抽取、数据清洗工作。3、负责行业领域知识的定向爬取、深度提取和挖掘。4、配合数据清洗、整理、去重和合并工作。5、负责爬虫相关技术的创新和优化。6、负责RPA流程开发、测试及运行维护7、负责将业务场景需求转换为RPA流程开发需求；8、使用RPA工具进行RPA流程的开发实施，完成RPA数据统计及数据处理自动化；任职要求：1、3年以上爬虫领域工作经验。2、熟悉Python开发，熟悉wxpython，熟悉抓取框架，有完整的界面化爬虫平台开发经验，熟悉JAVA语言。3、熟悉Web抓取原理及技术实现细节，对HTTP协议和HTML有深入了解。4、熟悉常见的反数据采集策略，具有海量数据处理和分布式计算开发经验者优先。5、具有较好的业务逻辑分析能力6、掌握了解RPA相关的基本知识和概念7、熟悉RPA常用工具，如UiPath、UIBot、BluePrism、影刀、达观、来也等（任意一种即可）。8、工作认真责任心强，良好的沟通理解能力，具有团队协作能力和创新精神。,https://jobs.51job.com/suzhou-gyyq/129923429.html?s=02
153,资深爬虫工程师,上海凭安征信服务有限公司,上海-长宁区,1.5-2.5万/月,4月20日,本科,3-4年,民营公司,50-150人,岗位职责：1.负责完成公司数据采集需求；2.负责开发分布式爬虫框架，管理分布式爬虫服务器，开发任务调度引擎；3.负责攻克各种反爬技术难点；4.参与公司底层数据有关的平台、工具建设。任职要求：1.本科及以上学历，计算机等相关专业，3年及以上工作经验；2.精通Python语言，至少3年Python相关的开发经验；3.有海量数据爬取、解析、清洗、存储相关项目经验4.熟悉linux系统环境；5.熟悉Mysql、redis等数据库，有过数据库调优和海量数据存储经验者优先。,https://jobs.51job.com/shanghai-cnq/128919404.html?s=02
154,爬虫工程师,广州掌动智能科技有限公司,广州-番禺区,0.8-1.2万/月,4月20日,大专,3-4年,民营公司,50-150人,"1、本科及以上学历，计算机相关专业, 3年以上的的爬虫工作经验；；2、熟练掌握Python、Java等编程语言，了解多线程、多进程、网络通信等编程相关知识；3、掌握网页抓取原理，了解TCP/HTTP协议、Html/Js/Css、Ajax等技术，熟悉一般的网站登陆原理；4、拥有丰富爬虫开发工作经验，熟悉常见爬虫框架和工具，比如pyspider, scrapy和Selenium等；5、熟悉app端数据抓取（有逆向、脱壳等经验），掌握Apktool、dex2jar、JD-GUI等工具，抓取过主流电商平台和主流app软件；6、具有ETL/数据仓库/BI项目工作经验，熟悉数据仓库概念和数据仓库项目的实施流程优先；7、能够快速学习和掌握新技术，优秀的分析、解决问题能力，具备团队合作精神。",https://jobs.51job.com/guangzhou-pyq/129468071.html?s=02
155,爬虫开发工程师,北京美住美宿科技有限公司,北京-朝阳区,2-2.5万/月,4月20日,本科,3-4年,民营公司,1000-5000人,"岗位职责：1、负责app的逆向、脱壳、破解工作；2、负责PC应用程序的反编译、破解、跨进程内存采集数据工作；3、负责网络爬虫的开发和维护；任职要求：1、3年以上相关工作经验，熟悉主流web反爬技术,具备实际爬虫分析能力；2、熟悉APP防破解、防逆向、加固技术；3、熟悉JS防护、混淆、逆向分析等技能,具备较好的前端分析技能；4、至少熟悉一款headless浏览器，例如puppeteer等；5、熟练掌握Python语言，熟练掌握至少一种主流爬虫框架，如Scrapy；6、熟悉HTTP、TCP/IP等网络通信协议；7、熟悉正则表达式、XPath等常见的数据抽取技术；",https://jobs.51job.com/beijing-cyq/125065397.html?s=02
156,逆向工程师,慧科讯业（北京）网络科技有限公司,北京-朝阳区,3-4万/月,4月20日,本科,5-7年,外资（非欧美）,1000-5000人,"岗位职责：1.独立或者和不同地区的工程师共同完成爬虫的开发，维护.2.爬虫框架及数据库的维护.3.能完成AndroidAPP逆向及处理常见风控问题.4.对于App的反爬有应对经验及相应策略.任职要求：1.计算机或信息技术相关专业，本科或者以上学历，四级以上英语水平，良好的英语阅读能力2.2年以上Python爬虫开发经验,有框架使用/搭建经验优先3.能完成AndroidAPP的抓取,Hook,Java层逆向（5个app以上）.有So层逆向经验优先.4.熟练掌握数据库的相关操作（NoSQLorMySQL）5.有android逆向经验，或有过android/java开发经验者优先6.优秀的分析问题、解决问题和快速学习能力，对解决具有挑战性的问题充满激情，对相关研究领域具备较强的兴趣7.善于沟通表达，具备良好的团队协作能力；性格乐观开朗，富于激情和创造力",https://jobs.51job.com/beijing-cyq/128778567.html?s=02
157,爬虫工程师/国企/稳定/氛围好,上海静安区北站街道社区文化活动中心,上海,0.8-1.2万/月,4月20日,本科,2年,非营利组织,少于50人,"1、对指定的多个网站进行网页抓取、数据提取;破解反爬策略;2、负责网页信息抽取、数据清洗、入库、服务化等研发和优化工作;3、参与开发和设计分布式网络爬虫系统,进行多平台信息的抓取和分析工作;4、研究优化爬虫算法,提升爬虫系统的稳定性、可扩展性;5、能独立解决实际开发过程中碰到的各类产品数据需求和接口问题。任职要求:1、本科及以上学历,计算机或相关专业;2、有2年左右python或java爬虫开发经验,能独立完成爬虫任务;3、熟悉HTTP、HTTPS原理,理解Cookie机制,能够进行请求抓包;熟悉JavaScript;4、熟悉网页抓取原理及技术,熟悉基于正则表达式、XPath等网页清洗技术;5、了解或熟悉逆向更佳。",https://jobs.51job.com/shanghai/127977138.html?s=02
158,开发工程师（爬虫）,中国移动通信有限公司在线营销服务中心,郑州-高新区,1.5-2.4万/月,4月19日,本科,3-4年,国企,10000人以上,"1、负责分布式网络爬虫系统的架构设计与开发；2、负责根据爬取对象设计定制化爬取策略效率和质量；3、负责HTTP、AJAX等各网络请求分析，研究高效数据爬取解决方案；4、负责构建网络爬虫所需的网络资源，包括但不限于爬取节点、代理、账号等；5、负责采集账号的自动\半自动注册和培养。任职资格：教育：大学本科及以上学历，计算机、通信相关专业；技能：精通使用爬虫相关技术，如：python,scrapy,selenium,xpath,正则表达式，熟练掌握Python，熟悉scrapy,scrapy-redis,scrapyd,Pyspider等常用的爬虫框架以及原理，有开发爬虫框架经验；精通爬虫和反爬技术，精通http底层协议；精通深度抓取、动态网页技术抓取、浏览器模拟抓取、APP抓取等技术；对主流爬虫架构有深入研究，具有成熟爬虫工具的设计及运维经验。经验：3年及以上爬虫经验",https://jobs.51job.com/zhengzhou-gxq/131053101.html?s=02
159,爬虫工程师,北京筑龙信息技术有限责任公司,深圳-福田区,1.5-2.5万/月,4月19日,本科,3-4年,民营公司,500-1000人,岗位职责：负责设计和开发通用爬虫系统，提取分析各种千形万态的平台页面内容；研究各种网站、链接的形态，发现它们的特点和规律；解决技术疑难问题，包括反反爬、压力控制等，提升网页抓取的效率和质量；岗位要求：精通python、计算机网络，熟练使用多线程，熟悉Scrapy等常用爬虫框架；熟悉Linux操作、正则表达式，MySQL、MongoDB等常用数据库，了解各种Web前端技术；能够解决封账号、封IP、验证码识别、图像识别等问题；,https://jobs.51job.com/shenzhen-ftq/130978243.html?s=02
160,爬虫工程师,北京道略文旅科技有限公司,成都-武侯区,0.8-1万/月,4月19日,本科,3-4年,民营公司,50-150人,岗位职责：1.负责设计和开发分布式网络爬虫系统，进行多平台信息的抓取和分析；2.根据业务需求，实现大规模文本、图片、视频数据抓取、清洗、存储等工作；3.负责抓取数据的深度提取和挖掘，优化数据应用架构，小程序数据抓取、微信数据抓取；4.参与爬虫核心算法的策略优化研究，提升网页抓取的效率和质量；5.对数据质量负责，提供数据分析报告，支持产品研发。岗位要求：1.计算机或相关专业，本科或以上学历，3年以上爬虫开发经验；2.精通python爬虫、Java等语言，分布式系统；3.精通爬虫和反爬技术，精通http底层协议；精通深度抓取、动态网页技术抓取、浏览器模拟抓取、APP抓取等技术；4.数据方面有足够的敏感性，独立思考能力和逻辑分析能力强。5.有很强的学习能力和技术钻研能力，积极主动，思维灵活开放，有良好的沟通能力，善于跨团队合作。,https://jobs.51job.com/chengdu-whq/128085987.html?s=02
161,网络爬虫工程师 java,上海蜜度信息技术有限公司,上海,0.8-1.5万/月,4月19日,本科,2年,民营公司,500-1000人,职位描述：1、网络爬虫功能开发2、网络爬虫系统日常维护任职要求：1、计算机相关专业本科及以上学历，2年及以上java相关领域工作经验；2、JAVA基础扎实，熟悉ssh等常用框架；3、熟悉网络编程，html、js等页面技术；4、有较强的自学能力，责任心，沟通能力，积极主动；5、有linux系统相关经验者优先；6、有网络爬虫相关经验者优先；7、熟悉分布式、缓存、消息、搜索等机制者优先；,https://jobs.51job.com/shanghai/85355218.html?s=02
